alt	name
maputo	Maputo
myanmar	Myanmar
mianmar	Myanmar
nay pyi taw	Nay Pyi Taw
namibia	Namibia
windhoek	Windhoek
nauru	Nauru
yaren district	Yaren District
nepal	Nepal
kathmandu	Kathmandu
katmandu	Kathmandu
netherlands	Netherlands
amsterdam	Amsterdam
new zealand	New Zealand
wellington	Wellington
nicaragua	Nicaragua
managua	Managua
niger	Niger
niamey	Niamey
nigeria	Nigeria
niger delta	Niger Delta
abuja	Abuja
north korea	North Korea
pyongyang	Pyongyang
north macedonia	North Macedonia
skopje	Skopje
norway	Norway
oslo	Oslo
oman	Oman
muscat	Muscat
pakistan	Pakistan
paquistão	Pakistan
karachi	Karachi
islamabad	Islamabad
palau	Palau
ngerulmud	Ngerulmud
palestine	Palestine
east jerusalem	East Jerusalem
panama	Panama
panama city	Panama City
papua new guinea	Papua New Guinea
port moresby	Port Moresby
paraguay	Paraguay
asunción	Asunción
lima	Lima
philippines	Philippines
manila	Manila
poland	Poland
warsaw	Warsaw
portugal	Portugal
lisbon	Lisbon
lisboa	Lisbon
qatar	Qatar
doha	Doha
romania	Romania
bucharest	Bucharest
russia	Russia
moscow	Moscow
moscou	Moscow
rwanda	Rwanda
kigali	Kigali
saint kitts & nevis	Saint Kitts & Nevis
saint kitts&nevis	Saint Kitts & Nevis
basseterre	Basseterre
saint lucia	Saint Lucia
castries	Castries
saint vincent & the grenadines	Saint Vincent & The Grenadines
saint vincent&the grenadines	Saint Vincent & The Grenadines
kingstown	Kingstown
samoa	Samoa
apia	Apia
san marino	San Marino
são tomé & príncipe	São Tomé & Príncipe
são tomé&príncipe	São Tomé & Príncipe
sao tome & príncipe	São Tomé & Príncipe
são tomé	São Tomé
sao tome	São Tomé
saudi arabia	Saudi Arabia
riyadh	Riyadh
senegal	Senegal
dakar	Dakar
serbia	Serbia
belgrade	Belgrade
belgrado	Belgrade
kerbala	Kerbala
manchester	Manchester
glasgow	Glasgow
seychelles	Seychelles
sierra leone	Sierra Leone
freetown	Freetown
singapore	Singapore
slovakia	Slovakia
bratislava	Bratislava
slovenia	Slovenia
ljubljana	Ljubljana
solomon islands	Solomon Islands
honiara	Honiara
somalia	Somalia
mogadishu	Mogadishu
mogadiscio	Mogadishu
mogadíscio	Mogadishu
south korea	South Korea
seoul	Seoul
seul	Seoul
south sudan	South Sudan
juba	Juba
spain	Spain
madrid	Madrid
madri	Madrid
south africa	South Africa
sri lanka	Sri Lanka
colombo	Colombo
sri jayawardenepura kotte	Sri Jayawardenepura Kotte
sudan	Sudan
khartoum	Khartoum
suriname	Suriname
paramaribo	Paramaribo
sweden	Sweden
stockholm	Stockholm
estocolmo	Stockholm
switzerland	Switzerland
bern	Bern
syria	Syria
aleppo	Aleppo
damascus	Damascus
damasco	Damascus
tarija	Tarija
tajikistan	Tajikistan
dushanbe	Dushanbe
tanzania	Tanzania
dodoma	Dodoma
thailand	Thailand
bangkok	Bangkok
bangcoc	Bangkok
timor-leste	Timor-Leste
dili	Dili
togo	Togo
lomé	Lomé
lome	Lomé
tonga	Tonga
nukuʻalofa	NukuʻAlofa
nukualofa	NukuʻAlofa
trinidad & tobago	Trinidad & Tobago
trinidad&tobago	Trinidad & Tobago
port of spain	Port Of Spain
tunisia	Tunisia
tunis	Tunis
turkey	Turkey
ankara	Ankara
istanbul	Istanbul
istambul	Istanbul
turkmenistan	Turkmenistan
ashgabat	Ashgabat
tuvalu	Tuvalu
funafuti	Funafuti
uganda	Uganda
kampala	Kampala
ukraine	Ukraine
kiev	Kiev
united arab emirates	United Arab Emirates
uae	Uae
abu dhabi	Abu Dhabi
united kingdom	United Kingdom
uk	United Kingdom
u.k.	United Kingdom
u.k	United Kingdom
england	England
britain	England
london	London
united states of america	United States Of America
united states	United States
usa	United States Of America
u.s.a.	United States Of America
u.s.a	United States Of America
u.s.	United States
u.s	United States
us	United States
america	America
charlottesville	Charlottesville
los angeles	Los Angeles
uruguay	Uruguay
montevideo	Montevideo
uzbekistan	Uzbekistan
tashkent	Tashkent
vanuatu	Vanuatu
port vila	Port Vila
vatican city	Vatican City
venezuela	Venezuela
caracas	Caracas
vietnam	Vietnam
hanoi	Hanoi
yemen	Yemen
sana'a	Sana'A
sanaa	Sana'A
zambia	Zambia
lusaka	Lusaka
zimbabwe	Zimbabwe
harare	Harare
goma	Goma
congo	Democratic Republic of Congo
democratic republic of congo	Democratic Republic of Congo
dr congo	Democratic Republic of Congo
ituri	Ituri
bukavu	Bukavu
xinhua	Xinhua
hong kong	Hong Kong
hong	Hong Kong
ivory coast	Ivory Coast
gaza	Gaza
alabama	Alabama
alaska	Alaska
arkansas	Arkansas
california	California
colorado	Colorado
connecticut	Connecticut
delaware	Delaware
florida	Florida
hawaii	Hawaii
idaho	Idaho
illinois	Illinois
indiana	Indiana
iowa	Iowa
kansas	Kansas
kentucky	Kentucky
louisiana	Louisiana
maine	Maine
maryland	Maryland
massachusetts	Massachusetts
michigan	Michigan
minnesota	Minnesota
mississippi	Mississippi
missouri	Missouri
montana	Montana
nebraska	Nebraska
nevada	Nevada
new hampshire	New Hampshire
new jersey	New Jersey
new mexico	New Mexico
new york	New York
nova york	New York
new york city	New York
north carolina	North Carolina
north dakota	North Dakota
ohio	Ohio
oklahoma	Oklahoma
oregon	Oregon
pennsylvania	Pennsylvania
rhode island	Rhode Island
south carolina	South Carolina
south dakota	South Dakota
tennessee	Tennessee
texas	Texas
utah	Utah
vermont	Vermont
west virginia	West Virginia
wisconsin	Wisconsin
wyoming	Wyoming
punjab	Punjab
lichtenburg	Lichtenburg
cleveland	Cleveland
geneva	Geneva
taiwan	Taiwan
mardin	Mardin
cizre	Cizre
frankfurt	Frankfurt
philadelphia	Philadelphia
brooklyn	Brooklyn
kilis	Kilis
taipei	Taipei
seattle	Seattle
haryana	Haryana
mumbai	Mumbai
hollywood	Hollywood
las vegas	Las Vegas
manhattan	Manhattan
nusaybin	Nusaybin
columbia	Columbia
benghazi	Benghazi
new orleans	New Orleans
chicago	Chicago
hebron	Hebron
marseille	Marseille
marselha	Marseille
diyarbakir	Diyarbakir
kirkuk	Kirkuk
scotland	Scotlan
sydney	Sydney
baltimore	Baltimore
bali	Bali
tibete	Tibet
zanzibar	Zanzibar
munich	Munich
boston	Boston
bloemfontein	Bloemfontein
cape town	Cape Town
pretoria	Pretoria
albânia	Albania
áfrica do sul	South Africa
alemanha	Germany
arábia saudita	Saudi Arabia
argélia	Algeria
armênia	Armenia
austrália	Australia
áustria	Austria
bélgica	Belgium
bolívia	Bolivia
bósnia-herzegóvina	Bosnia and Herzegovina
bulgária	Bulgaria
colômbia	Colombia
comores	Comoros
coréia do norte	North Korea
coréia do sul	South Korea
costa do marfim	Ivory Coast
croácia	Croatia
dinamarca	Denmark
eritreia	Eritrea
eslováquia	Slovakia
eslovênia	Slovenia
espanha	Spain
estônia	Estonia
etiópia	Ethiopia
federação russa	Russian Federation
filipinas	Philippines
finlândia	Finland
frança	France
gâmbia	Gambia
geórgia	Georgia
grécia	Greece
guiana	Guyana
guiné-bissau	Guinea-Bissau
guiné-equatorial	Equatorial Guinea
holanda	Holland
hungria	Hungary
ilhas marshall	Marshall Islands
ilhas salomão	Solomon Islands
indonésia	Indonesia
irlanda	Ireland
islândia	Iceland
itália	Italy
jordânia	Jordan
letônia	Latvia
libéria	Liberia
líbia	Libya
lituânia	Lithuania
macedônia	Macedonia
malásia	Malaysia
maldivas	Maldives
mauritânia	Mauritania
micronésia	Micronesia
mongólia	Mongolia
moldávia	Moldova
namíbia	Namibia
nicarágua	Nicaragua
nigéria	Nigeria
noruega	Norway
nova zelândia	New Zealand
papua nova guiné	Papua New Guinea
polônia	Poland
república centro-africana	Central African Republic
república dominicana	Dominican Republic
república tcheca	Czech Republic
romênia	Romania
seicheles	Seychelles
serra leoa	Sierra Leone
sérvia	Serbia
síria	Syria
somália	Somalia
suazilândia	Swaziland
suécia	Sweden
suíça	Switzerland
tailândia	Thailand
tanzânia	Tanzania
tunísia	Tunisia
turquia	Turkey
ucrânia	Ukraine
zâmbia	Zambia
azerbaijão	Azerbaijan
benim	Benin
burquina faso	Burkina Faso
butão	Bhutan
camboja	Cambodia
catar	Qatar
canadá	Canada
cazaquistão	Kazakhstan
chade	Chad
congo	Congo
djibuti	Djibouti
egito	Egypt
emirados árabes unidos	United Arab Emirates
equador	Ecuador
estados unidos	United States of America
gabão	Gabon
iémen	Yemen
irã	Iran
iraque	Iraq
japão	Japan
lesoto	Lesotho
líbano	Lebanon
malauí	Malawi
méxico	Mexico
níger	Niger
panamá	Panama
paraguai	Paraguay
quênia	Kenya
reino unido	United Kingdom
sudão	Sudan
tajiquistão	Tajikistan
timor leste	East Timor
turcomenistão	Turkmenistan
uruguai	Uruguay
uzbequistão	Uzbekistan
vaticano	Vatican
vietnã	Vietnam
zimbábue	Zimbabwe
antígua e barbuda	Antigua and Barbuda
botsuana	Botswana
cabo verde	Cape Verde
camarões	Cameroon
chipre	Cyprus
cingapura	Singapore
africa do sul	South Africa
arabia saudita	Saudi Arabia
argelia	Algeria
belgica	Belgium
bosnia-herzegovina	Bosnia and Herzegovina
coreia do norte	North Korea
coreia do sul	South Korea
croacia	Croatia
eslovaquia	Slovakia
eslovenia	Slovenia
etiopia	Ethiopia
federacao russa	Russian Federation
finlandia	Finland
franca	France
grecia	Greece
guine-bissau	Guinea-Bissau
guine-equatorial	Equatorial Guinea
ilhas salomao	Solomon Islands
islandia	Iceland
italia	Italy
jordania	Jordan
letonia	Latvia
libia	Libya
lituania	Lithuania
macedonia	Macedonia
malasia	Malaysia
micronesia	Micronesia
moldavia	Moldova
nova zelandia	New Zealand
papua nova guine	Papua New Guinea
polonia	Poland
republica centro-africana	Central African Republic
republica dominicana	Dominican Republic
republica tcheca	Czech Republic
romenia	Romania
servia	Serbia
siria	Syria
suazilandia	Swaziland
suecia	Sweden
suica	Switzerland
tailandia	Thailand
ucrania	Ukraine
afeganistao	Afghanistan
azerbaijao	Azerbaijan
butao	Bhutan
cazaquistao	Kazakhstan
emirados arabes unidos	United Arab Emirates
gabao	Gabon
iemen	Yemen
ira	Iran
japao	Japan
libano	Lebanon
malaui	Malawi
paquistao	Pakistan
quenia	Kenya
sudao	Sudan
tajiquistao	Tajikistan
turcomenistao	Turkmenistan
uzbequistao	Uzbekistan
vietna	Vietnam
zimbabue	Zimbabwe
antigua e barbuda	Antigua and Barbuda
camaroes	Cameroon
albânia	Albania
áfrica do sul	South Africa
arábia saudita	Saudi Arabia
argélia	Algeria
armênia	Armenia
austrália	Australia
áustria	Austria
bélgica	Belgium
bolívia	Bolivia
bósnia-herzegóvina	Bosnia and Herzegovina
bulgária	Bulgaria
colômbia	Colombia
coréia do norte	North Korea
coréia do sul	South Korea
croácia	Croatia
eslováquia	Slovakia
eslovênia	Slovenia
estônia	Estonia
etiópia	Ethiopia
federação russa	Russian Federation
finlândia	Finland
frança	France
gâmbia	Gambia
geórgia	Georgia
grécia	Greece
guiné-bissau	Guinea-Bissau
guiné-equatorial	Equatorial Guinea
ilhas salomão	Solomon Islands
índia	India
indonésia	Indonesia
islândia	Iceland
itália	Italy
jordânia	Jordan
letônia	Latvia
libéria	Liberia
líbia	Libya
lituânia	Lithuania
macedônia	Macedonia
malásia	Malaysia
mauritânia	Mauritania
micronésia	Micronesia
mongólia	Mongolia
moldávia	Moldova
namíbia	Namibia
nicarágua	Nicaragua
nigéria	Nigeria
nova zelândia	New Zealand
papua nova guiné	Papua New Guinea
polônia	Poland
república centro-africana	Central African Republic
república dominicana	Dominican Republic
república tcheca	Czech Republic
romênia	Romania
sérvia	Serbia
síria	Syria
somália	Somalia
suazilândia	Swaziland
suécia	Sweden
suíça	Switzerland
tailândia	Thailand
tanzânia	Tanzania
tunísia	Tunisia
ucrânia	Ukraine
zâmbia	Zambia
afeganistão	Afghanistan
azerbaijão	Azerbaijan
butão	Bhutan
canadá	Canada
cazaquistão	Kazakhstan
emirados árabes unidos	United Arab Emirates
gabão	Gabon
iémen	Yemen
irã	Iran
japão	Japan
líbano	Lebanon
malauí	Malawi
méxico	Mexico
níger	Niger
panamá	Panama
paquistão	Pakistan
quênia	Kenya
sudão	Sudan
tajiquistão	Tajikistan
turcomenistão	Turkmenistan
uzbequistão	Uzbekistan
vietnã	Vietnam
zimbábue	Zimbabwe
antígua e barbuda	Antigua and Barbuda
camarões	Cameroon
kandahar	Kandahar
pando	Pando
minneapolis	Minneapolis
samarra	Samarra
basra	Basra
cochabamba	Cochabamba
rawalpindi	Rawalpindi
lahore	Lahore
ramadi	Ramadi
peshawar	Peshawar
najaf	Najaf
helmand	Helmand
porto príncipe	Port-au-Prince
ramallah	Ramallah
darfur	Darfur
faluja	Al-Fallujah
díli	Dili
boa vista	Boa Vista
nablus	Nablus
cali	Cali
diyala	Diyala
quetta	Quetta
xinjiang	Xinjiang
oaxaca	Oaxaca
milão	Milan
milao	Milan
miláo	Milan
anbar	Anbar
cambrils	Cambrils
dujail	Dujail
cartum	Khartoum
tikrit	Tikrit
catalunha	Catalonia
haifa	Haifa
parkland	Parkland
kenosha	Kenosha
medellín	Medellin
medellin	Medellin
beni	Beni
belfast	Belfast
assam	Assam
antioquia	Antioch
sadr	Sadr
gujarat	Gujarat
arauca	Arauca
chuquisaca	Chuquisaca
timor	Timor
rangun	Yangon
rangum	Yangon
rangoon	Yangon
jenin	Jenin
hamburgo	Hamburg
nice	Nice
khost	Khost
miami	Miami
atlanta	Atlanta
ghazni	Ghazni
gênova	Genoa
genova	Genoa
casablanca	Casablanca
trípoli	Tripoli
bogotá	Bogotá
bagdá	Baghdad
Jerusalém	Jerusalem
amã	Amman
nairóbi	Nairobi
asunción	Asunción
são tomé & príncipe	São Tomé & Príncipe
são tomé&príncipe	São Tomé & Príncipe
sao tome & príncipe	São Tomé & Príncipe
são tomé	São Tomé
mogadíscio	Mogadishu
lomé	Lomé
porto príncipe	Port-au-Prince
díli	Dili
milão	Milan
medellín	Medellin
gênova	Genoa
afganistán	Afghanistan
azerbaiyán	Azerbaijan
bangladés	Bangladesh
baréin	Baréin
bielorrusia	Belarus
belice	Belize
benín	Benin
brunéi	Brunei
burkina fasolisten	Burkina Faso
camboya	Cambodia
camerún	Cameroon
república centroafricana	Central African Republic
comoras	Comoros
república checa	Czech Republic
timor oriental	East Timor
egipto	Egypt
inglaterra	England
etiopía	Ethiopia
francia	France
gabón	Gabon
alemania	Germany
holanda	Holand
hungría	Hungary
irán	Iran
irak	Iraq
islandia	Island
japón	Japan
kazajistán	Kazakhstan
kenia	Kenya
kirguistán	Kyrgyzstan
maldivas	Maldivas
mauricio	Mauricio
moldavia	Moldavia
marruecos	Morocco
corea del norte	North Korea
omán	Oman
pakistán	Pakistan
palestina	Palestina
potugal	Portugal
república del congo	Republic of Congo
rumania	Romania
rusia	Russia
ruanda	Rwanda
salvador	Salvador
escosia	Scotland
sierra leona	Sierra Leone
singapur	Singapore
sudáfrica	South Africa
corea del sur	South Korea
españa	Spain
sudán	Sudan
suiza	Switzerland
túnez	Tunisia
turquía	Turkey
estados unidos	United States
uzbekistán	Uzbekistan
addis abeba	Addis Ababa
adelaida	Adelaide
alejandría	Alexandria
arge	Algiers
bagdad	Baghdad
pekín	Beijing
berlín	Berlin
bogotá	Bogota
bucarest	Bucharest
el cairo	Cairo
calcuta	Calcutta
ciudad del cabo	Cape Town
copenhague	Copenhagen
dublín	Dublin
ginebra	Geneva
la habana	Havana
estambul	Istanbul
djakarta	Jakarta
jerusalén	Jerusalem
johanesburgo	Johannesburg
los ángeles	Los Angeles
luxemburgo	Luxembourg
la meca	Mecca
mosc	Moscow
nueva delhi	New Delhi
nueva orleans	New Orleans
nueva york	New York
parís	Paris
filadelfia	Philadelphia
pittsburgo	Pittsburgh
praga	Prague
reikiavik	Reykjavik
roma	Roma
seúl	Seoul
la haya	The Hague
tokio	Tokyo
túnez	Tunis
viena	Vienna
varsovia	Warsaw
afganistán	Afghanistan
azerbaiyán	Azerbaijan
bangladés	Bangladesh
baréin	Baréin
benín	Benin
brunéi	Brunei
camerún	Cameroon
república centroafricana	Central African Republic
república checa	Czech Republic
etiopía	Ethiopia
gabón	Gabon
hungría	Hungary
irán	Iran
japón	Japan
kazajistán	Kazakhstan
kirguistán	Kyrgyzstan
omán	Oman
pakistán	Pakistan
república del congo	Republic of Congo
sudáfrica	South Africa
españa	Spain
sudán	Sudan
túnez	Tunisia
turquía	Turkey
uzbekistán	Uzbekistan
alejandría	Alexandria
pekín	Beijing
berlín	Berlin
bogotá	Bogota
dublín	Dublin
jerusalén	Jerusalem
los ángeles	Los Angeles
parís	Paris
seúl	Seoul
túnez	Tunis
barcelona	Barcelona
moscú	Moscú
bruselas	Bruselas
río de janeiro	Río de Janeiro
cisjordania	Cisjordania
paquistán	Paquistán
teherán	Teherán
bombay	Bombay
brasilia	Brasilia
estados	Estados
fray bentos	Fray Bentos
milán	Milán
niza	Niza
hebrón	Hebrón
bilbao	Bilbao
homs	Homs
basora	Basora
estrasburgo	Estrasburgo
cachemira	Cachemira
jartum	Jartum
tigray	Tigray
puerto príncipe	Puerto Príncipe
orlando	Orlando
san francisco	San Francisco
guayaquil	Guayaquil
fallujah	Fallujah
país vasco	País Vasco
valencia	Valencia
cúcuta	Cúcuta
gran bretaña	Gran Bretaña
ferguson	Ferguson
marsella	Marsella
almaty	Almaty
chechenia	Chechenia
newtown	Newtown
pensilvania	Pensilvania
toulouse	Toulouse
kunduz	Kunduz
ciudad de méxico	Ciudad de México
porto alegre	Porto Alegre
táchira	Táchira
mekelle	Mekelle
valparaíso	Valparaíso
cataluña	Cataluña
barajas	Barajas
potosí	Potosí
vélez	Vélez
haití	Haití
christchurch	Christchurch
lockerbie	Lockerbie
belo horizonte	Belo Horizonte
dallas	Dallas
hama	Hama
donetsk	Donetsk
deraa	Deraa
sao paulo	Sao Paulo
monterrey	Monterrey
génova	Génova
tamaulipas	Tamaulipas
san bernardino	San Bernardino
grozny	Grozny
lyon	Lyon
birmingham	Birmingham
lugano	Lugano
daguestán	Daguestán
cauca	Cauca
tijuana	Tijuana
johannesburgo	Johannesburgo
san petersburgo	San Petersburgo
tíbet	Tíbet
jalalabad	Jalalabad
riad	Riad
denver	Denver
utoya	Utoya
omagh	Omagh
turín	Turín
rotterdam	Rotterdam
melbourne	Melbourne
paysandú	Paysandú
minas gerais	Minas Gerais
netanya	Netanya
málaga	Málaga
tulkarem	Tulkarem
burkina	Burkina
cabo delgado	Cabo Delgado
bahrein	Bahrein
charleston	Charleston
quebec	Quebec
kufa	Kufa
dacca	Dacca
zaragoza	Zaragoza
escocia	Escocia
liverpool	Liverpool
borno	Borno
guadalajara	Guadalajara
nueva jersey	Nueva Jersey
ee.uu.	EE.UU.
ciudad del este	Ciudad del Este
hilla	Hilla
baaquba	Baaquba
detroit	Detroit
nantes	Nantes
nayaf	Nayaf
rio de janeiro	Rio de Janeiro
katmandú	Katmandú
littleton	Littleton
pittsburgh	Pittsburgh
nueva zelanda	Nueva Zelanda
toronto	Toronto
oklahoma city	Oklahoma City
venecia	Venecia
el paso	El Paso
lugansk	Lugansk
tiananmen	Tiananmen
cuenca	Cuenca
arabia	Arabia
osetia	Osetia
punta del este	Punta del Este
múnich	Múnich
westminster	Westminster
zurich	Zurich
houston	Houston
raqqa	Raqqa
erbil	Erbil
bolonia	Bolonia
glew	Glew
acapulco	Acapulco
lille	Lille
santiago de chile	Santiago de Chile
tottenham	Tottenham
soweto	Soweto
dresde	Dresde
edimburgo	Edimburgo
sadr city	Sadr City
tucson	Tucson
bronx	Bronx
bengasi	Bengasi
cáucaso	Cáucaso
janeiro	Janeiro
idlib	Idlib
stuttgart	Stuttgart
montreal	Montreal
boulogne	Boulogne
slaviansk	Slaviansk
leipzig	Leipzig
windsor	Windsor
alepo	Alepo
guernica	Guernica
punta arenas	Punta Arenas
soldati	Soldati
barcelona	Barcelona
moscú	Moscú
bruselas	Bruselas
río de janeiro	Río de Janeiro
cisjordania	Cisjordania
paquistán	Paquistán
teherán	Teherán
bombay	Bombay
brasilia	Brasilia
estados	Estados
fray bentos	Fray Bentos
milán	Milán
niza	Niza
hebrón	Hebrón
bilbao	Bilbao
homs	Homs
basora	Basora
estrasburgo	Estrasburgo
cachemira	Cachemira
jartum	Jartum
tigray	Tigray
puerto príncipe	Puerto Príncipe
orlando	Orlando
san francisco	San Francisco
guayaquil	Guayaquil
fallujah	Fallujah
país vasco	País Vasco
valencia	Valencia
cúcuta	Cúcuta
gran bretaña	Gran Bretaña
ferguson	Ferguson
marsella	Marsella
almaty	Almaty
chechenia	Chechenia
newtown	Newtown
pensilvania	Pensilvania
toulouse	Toulouse
kunduz	Kunduz
ciudad de méxico	Ciudad de México
porto alegre	Porto Alegre
táchira	Táchira
mekelle	Mekelle
valparaíso	Valparaíso
cataluña	Cataluña
barajas	Barajas
potosí	Potosí
vélez	Vélez
haití	Haití
christchurch	Christchurch
lockerbie	Lockerbie
belo horizonte	Belo Horizonte
dallas	Dallas
hama	Hama
donetsk	Donetsk
deraa	Deraa
sao paulo	Sao Paulo
monterrey	Monterrey
génova	Génova
tamaulipas	Tamaulipas
san bernardino	San Bernardino
grozny	Grozny
lyon	Lyon
birmingham	Birmingham
lugano	Lugano
daguestán	Daguestán
cauca	Cauca
tijuana	Tijuana
johannesburgo	Johannesburgo
san petersburgo	San Petersburgo
tíbet	Tíbet
jalalabad	Jalalabad
riad	Riad
denver	Denver
utoya	Utoya
omagh	Omagh
turín	Turín
rotterdam	Rotterdam
melbourne	Melbourne
paysandú	Paysandú
minas gerais	Minas Gerais
netanya	Netanya
málaga	Málaga
tulkarem	Tulkarem
burkina	Burkina
cabo delgado	Cabo Delgado
bahrein	Bahrein
charleston	Charleston
quebec	Quebec
kufa	Kufa
dacca	Dacca
zaragoza	Zaragoza
escocia	Escocia
liverpool	Liverpool
borno	Borno
guadalajara	Guadalajara
nueva jersey	Nueva Jersey
ee.uu.	EE.UU.
ciudad del este	Ciudad del Este
hilla	Hilla
baaquba	Baaquba
detroit	Detroit
nantes	Nantes
