alt	name
fátima(tocantins)	Fátima, Tocantins
filadélfia(tocantins)	Filadélfia, Tocantins
natividade(tocantins)	Natividade, Tocantins
palmas(tocantins)	Palmas, Tocantins
queimadas(bahia)	Queimadas, Bahia
santa cecília(paraíba)	Santa Cecília, Paraíba
ouro branco(alagoas)	Ouro Branco, Alagoas
atalaia(alagoas)	Atalaia, Alagoas
água branca(alagoas)	Água Branca, Alagoas
humaitá(amazonas)	Humaitá, Amazonas
tapira(paraná)	Tapira, Paraná
condado(pernambuco)	Condado, Pernambuco
são pedro(são paulo)	São Pedro, São Paulo
terra roxa(são paulo)	Terra Roxa, São Paulo
são domingos(paraíba)	São Domingos, Paraíba
bom sucesso(paraná)	Bom Sucesso, Paraná
catanduvas(paraná)	Catanduvas, Paraná
santa rosa de lima(santa catarina)	Santa Rosa de Lima, Santa Catarina
maravilha(alagoas)	Maravilha, Alagoas
lagoa dos patos(minas gerais)	Lagoa dos Patos, Minas Gerais
caraúbas(paraíba)	Caraúbas, Paraíba
wenceslau braz(paraná)	Wenceslau Braz, Paraná
boa esperança(paraná)	Boa Esperança, Paraná
santa terezinha(mato grosso)	Santa Terezinha, Mato Grosso
viçosa(rio grande do norte)	Viçosa, Rio Grande do Norte
mundo novo(mato grosso do sul)	Mundo Novo, Mato Grosso do Sul
são bento(paraíba)	São Bento, Paraíba
piranhas(goiás)	Piranhas, Goiás
trindade(pernambuco)	Trindade, Pernambuco
bonfim(roraima)	Bonfim, Roraima
monte castelo(são paulo)	Monte Castelo, São Paulo
cruzeiro do sul(rio grande do sul)	Cruzeiro do Sul, Rio Grande do Sul
novo santo antônio(piauí)	Novo Santo Antônio, Piauí
são domingos(sergipe)	São Domingos, Sergipe
são tomé(paraná)	São Tomé, Paraná
jurema(piauí)	Jurema, Piauí
vargem(santa catarina)	Vargem, Santa Catarina
presidente médici(rondônia)	Presidente Médici, Rondônia
queimadas(paraíba)	Queimadas, Paraíba
vargem(são paulo)	Vargem, São Paulo
terra nova(pernambuco)	Terra Nova, Pernambuco
cantagalo(paraná)	Cantagalo, Paraná
campo alegre(alagoas)	Campo Alegre, Alagoas
várzea(paraíba)	Várzea, Paraíba
anchieta(santa catarina)	Anchieta, Santa Catarina
tapiraí(são paulo)	Tapiraí, São Paulo
água branca(paraíba)	Água Branca, Paraíba
itapiranga(amazonas)	Itapiranga, Amazonas
vera cruz(rio grande do norte)	Vera Cruz, Rio Grande do Norte
santa terezinha(pernambuco)	Santa Terezinha, Pernambuco
davinópolis(goiás)	Davinópolis, Goiás
paulista(pernambuco)	Paulista, Pernambuco
são domingos(bahia)	São Domingos, Bahia
atalaia(paraná)	Atalaia, Paraná
japurá(amazonas)	Japurá, Amazonas
santa maria(rio grande do norte)	Santa Maria, Rio Grande do Norte
batalha(piauí)	Batalha, Piauí
palestina(alagoas)	Palestina, Alagoas
ouro verde(são paulo)	Ouro Verde, São Paulo
bom jesus do tocantins(pará)	Bom Jesus do Tocantins, Pará
laranjal(paraná)	Laranjal, Paraná
santa helena(santa catarina)	Santa Helena, Santa Catarina
areia branca(sergipe)	Areia Branca, Sergipe
santa bárbara(bahia)	Santa Bárbara, Bahia
pedra branca(paraíba)	Pedra Branca, Paraíba
boa vista(paraíba)	Boa Vista, Paraíba
estrela do norte(goiás)	Estrela do Norte, Goiás
mulungu(ceará)	Mulungu, Ceará
nova santa rita(rio grande do sul)	Nova Santa Rita, Rio Grande do Sul
palmital(paraná)	Palmital, Paraná
riachuelo(rio grande do norte)	Riachuelo, Rio Grande do Norte
nazaré(tocantins)	Nazaré, Tocantins
novo horizonte(santa catarina)	Novo Horizonte, Santa Catarina
itapiranga(santa catarina)	Itapiranga, Santa Catarina
são francisco(sergipe)	São Francisco, Sergipe
brejinho(rio grande do norte)	Brejinho, Rio Grande do Norte
cruzeiro do sul(paraná)	Cruzeiro do Sul, Paraná
quixaba(paraíba)	Quixaba, Paraíba
bom jesus(rio grande do norte)	Bom Jesus, Rio Grande do Norte
cachoeira dourada(minas gerais)	Cachoeira Dourada, Minas Gerais
guaraci(são paulo)	Guaraci, São Paulo
ruy barbosa(rio grande do norte)	Ruy Barbosa, Rio Grande do Norte
alvorada(tocantins)	Alvorada, Tocantins
jacutinga(rio grande do sul)	Jacutinga, Rio Grande do Sul
ipueiras(tocantins)	Ipueiras, Tocantins
rio branco(acre)	Rio Branco, Acre
alto alegre(roraima)	Alto Alegre, Roraima
jundiá(rio grande do norte)	Jundiá, Rio Grande do Norte
rio branco(mato grosso)	Rio Branco, Mato Grosso
monte alegre(rio grande do norte)	Monte Alegre, Rio Grande do Norte
pedra preta(rio grande do norte)	Pedra Preta, Rio Grande do Norte
presidente juscelino(minas gerais)	Presidente Juscelino, Minas Gerais
conde(bahia)	Conde, Bahia
nova olinda(paraíba)	Nova Olinda, Paraíba
douradina(paraná)	Douradina, Paraná
riachuelo(sergipe)	Riachuelo, Sergipe
colinas(maranhão)	Colinas, Maranhão
condado(paraíba)	Condado, Paraíba
parnamirim(rio grande do norte)	Parnamirim, Rio Grande do Norte
areia branca(rio grande do norte)	Areia Branca, Rio Grande do Norte
presidente dutra(maranhão)	Presidente Dutra, Maranhão
sítio novo(maranhão)	Sítio Novo, Maranhão
bom jesus(piauí)	Bom Jesus, Piauí
campestre(minas gerais)	Campestre, Minas Gerais
irati(santa catarina)	Irati, Santa Catarina
aurora(santa catarina)	Aurora, Santa Catarina
borborema(paraíba)	Borborema, Paraíba
borborema(são paulo)	Borborema, São Paulo
pilões(paraíba)	Pilões, Paraíba
água boa(minas gerais)	Água Boa, Minas Gerais
rio negro(paraná)	Rio Negro, Paraná
são tomé(rio grande do norte)	São Tomé, Rio Grande do Norte
são joão do paraíso(minas gerais)	São João do Paraíso, Minas Gerais
sarandi(paraná)	Sarandi, Paraná
são francisco de paula(minas gerais)	São Francisco de Paula, Minas Gerais
são francisco(paraíba)	São Francisco, Paraíba
santa cruz(paraíba)	Santa Cruz, Paraíba
tavares(paraíba)	Tavares, Paraíba
caracol(mato grosso do sul)	Caracol, Mato Grosso do Sul
são pedro(rio grande do norte)	São Pedro, Rio Grande do Norte
bonito(bahia)	Bonito, Bahia
salgadinho(pernambuco)	Salgadinho, Pernambuco
água branca(piauí)	Água Branca, Piauí
esperantina(tocantins)	Esperantina, Tocantins
santa isabel(goiás)	Santa Isabel, Goiás
barro alto(goiás)	Barro Alto, Goiás
itambé(paraná)	Itambé, Paraná
boa esperança(minas gerais)	Boa Esperança, Minas Gerais
mulungu(paraíba)	Mulungu, Paraíba
indianópolis(minas gerais)	Indianópolis, Minas Gerais
saltinho(santa catarina)	Saltinho, Santa Catarina
santa rosa de lima(sergipe)	Santa Rosa de Lima, Sergipe
vera cruz(são paulo)	Vera Cruz, São Paulo
cachoeirinha(rio grande do sul)	Cachoeirinha, Rio Grande do Sul
belmonte(santa catarina)	Belmonte, Santa Catarina
candeias(bahia)	Candeias, Bahia
bocaina(são paulo)	Bocaina, São Paulo
santa luzia(maranhão)	Santa Luzia, Maranhão
indianópolis(paraná)	Indianópolis, Paraná
canápolis(minas gerais)	Canápolis, Minas Gerais
cedral(são paulo)	Cedral, São Paulo
pitangueiras(paraná)	Pitangueiras, Paraná
guaíra(são paulo)	Guaíra, São Paulo
barra bonita(santa catarina)	Barra Bonita, Santa Catarina
pinhalzinho(são paulo)	Pinhalzinho, São Paulo
santa inês(paraná)	Santa Inês, Paraná
são josé do divino(piauí)	São José do Divino, Piauí
morrinhos(goiás)	Morrinhos, Goiás
jussara(paraná)	Jussara, Paraná
nova santa rita(piauí)	Nova Santa Rita, Piauí
cedral(maranhão)	Cedral, Maranhão
paraíso(são paulo)	Paraíso, São Paulo
santa cruz(rio grande do norte)	Santa Cruz, Rio Grande do Norte
sertãozinho(são paulo)	Sertãozinho, São Paulo
palmeira(santa catarina)	Palmeira, Santa Catarina
santa inês(bahia)	Santa Inês, Bahia
cachoeirinha(tocantins)	Cachoeirinha, Tocantins
iguatu(paraná)	Iguatu, Paraná
são carlos(santa catarina)	São Carlos, Santa Catarina
primavera(pernambuco)	Primavera, Pernambuco
presidente kennedy(tocantins)	Presidente Kennedy, Tocantins
nova aurora(goiás)	Nova Aurora, Goiás
santa isabel(são paulo)	Santa Isabel, São Paulo
filadélfia(bahia)	Filadélfia, Bahia
turvo(paraná)	Turvo, Paraná
humaitá(rio grande do sul)	Humaitá, Rio Grande do Sul
primavera(pará)	Primavera, Pará
novo santo antônio(mato grosso)	Novo Santo Antônio, Mato Grosso
planalto(são paulo)	Planalto, São Paulo
guaraciaba(minas gerais)	Guaraciaba, Minas Gerais
centenário(tocantins)	Centenário, Tocantins
trindade(goiás)	Trindade, Goiás
saltinho(são paulo)	Saltinho, São Paulo
nova olímpia(paraná)	Nova Olímpia, Paraná
colinas(rio grande do sul)	Colinas, Rio Grande do Sul
riachão(maranhão)	Riachão, Maranhão
cedro(pernambuco)	Cedro, Pernambuco
catanduvas(santa catarina)	Catanduvas, Santa Catarina
santa terezinha(bahia)	Santa Terezinha, Bahia
itaporanga(são paulo)	Itaporanga, São Paulo
quixaba(pernambuco)	Quixaba, Pernambuco
são domingos(goiás)	São Domingos, Goiás
santa luzia(bahia)	Santa Luzia, Bahia
mirador(paraná)	Mirador, Paraná
presidente juscelino(maranhão)	Presidente Juscelino, Maranhão
mundo novo(goiás)	Mundo Novo, Goiás
bocaina(piauí)	Bocaina, Piauí
jaborandi(bahia)	Jaborandi, Bahia
maravilha(santa catarina)	Maravilha, Santa Catarina
lagoa dos patos(rio grande do sul)	Lagoa dos Patos, Rio Grande do Sul
barra de são miguel(paraíba)	Barra de São Miguel, Paraíba
centenário(rio grande do sul)	Centenário, Rio Grande do Sul
santa cecília(santa catarina)	Santa Cecília, Santa Catarina
alto paraíso(paraná)	Alto Paraíso, Paraná
pilar(paraíba)	Pilar, Paraíba
presidente bernardes(minas gerais)	Presidente Bernardes, Minas Gerais
batalha(alagoas)	Batalha, Alagoas
jatobá(maranhão)	Jatobá, Maranhão
serrinha(rio grande do norte)	Serrinha, Rio Grande do Norte
santa helena(paraíba)	Santa Helena, Paraíba
santa inês(maranhão)	Santa Inês, Maranhão
sapucaia(pará)	Sapucaia, Pará
pinhão(sergipe)	Pinhão, Sergipe
vargem bonita(minas gerais)	Vargem Bonita, Minas Gerais
pinhalzinho(santa catarina)	Pinhalzinho, Santa Catarina
antônio carlos(santa catarina)	Antônio Carlos, Santa Catarina
barra de são miguel(alagoas)	Barra de São Miguel, Alagoas
inajá(pernambuco)	Inajá, Pernambuco
baraúna(rio grande do norte)	Baraúna, Rio Grande do Norte
baraúna(paraíba)	Baraúna, Paraíba
presidente kennedy(espírito santo)	Presidente Kennedy, Espírito Santo
nova união(minas gerais)	Nova União, Minas Gerais
prata(paraíba)	Prata, Paraíba
riachinho(tocantins)	Riachinho, Tocantins
massaranduba(santa catarina)	Massaranduba, Santa Catarina
jundiá(alagoas)	Jundiá, Alagoas
araruna(paraíba)	Araruna, Paraíba
presidente médici(maranhão)	Presidente Médici, Maranhão
monte alegre(pará)	Monte Alegre, Pará
são vicente(rio grande do norte)	São Vicente, Rio Grande do Norte
pau d'arco(pará)	Pau D'Arco, Pará
lagoa santa(goiás)	Lagoa Santa, Goiás
brejinho(pernambuco)	Brejinho, Pernambuco
floresta(paraná)	Floresta, Paraná
viana(maranhão)	Viana, Maranhão
hidrolândia(goiás)	Hidrolândia, Goiás
bom jesus(santa catarina)	Bom Jesus, Santa Catarina
riacho de santana(rio grande do norte)	Riacho de Santana, Rio Grande do Norte
pau d'arco(tocantins)	Pau D'Arco, Tocantins
caracol(piauí)	Caracol, Piauí
esperantina(piauí)	Esperantina, Piauí
nova fátima(bahia)	Nova Fátima, Bahia
passagem(paraíba)	Passagem, Paraíba
itabaiana(sergipe)	Itabaiana, Sergipe
fátima(bahia)	Fátima, Bahia
nova olímpia(mato grosso)	Nova Olímpia, Mato Grosso
bom sucesso(paraíba)	Bom Sucesso, Paraíba
nova olinda(ceará)	Nova Olinda, Ceará
aparecida(paraíba)	Aparecida, Paraíba
cruzeiro do sul(acre)	Cruzeiro do Sul, Acre
itajá(rio grande do norte)	Itajá, Rio Grande do Norte
pacatuba(sergipe)	Pacatuba, Sergipe
araguanã(tocantins)	Araguanã, Tocantins
amparo(paraíba)	Amparo, Paraíba
toledo(minas gerais)	Toledo, Minas Gerais
taperoá(paraíba)	Taperoá, Paraíba
candeias(minas gerais)	Candeias, Minas Gerais
várzea grande(piauí)	Várzea Grande, Piauí
santa cruz(pernambuco)	Santa Cruz, Pernambuco
sobradinho(bahia)	Sobradinho, Bahia
salgadinho(paraíba)	Salgadinho, Paraíba
aparecida(são paulo)	Aparecida, São Paulo
santa lúcia(são paulo)	Santa Lúcia, São Paulo
bom jardim(maranhão)	Bom Jardim, Maranhão
cafelândia(paraná)	Cafelândia, Paraná
são vicente(são paulo)	São Vicente, São Paulo
são josé do divino(minas gerais)	São José do Divino, Minas Gerais
formoso(goiás)	Formoso, Goiás
são joão do paraíso(maranhão)	São João do Paraíso, Maranhão
jandaíra(rio grande do norte)	Jandaíra, Rio Grande do Norte
feira nova(sergipe)	Feira Nova, Sergipe
riachinho(minas gerais)	Riachinho, Minas Gerais
tapira(minas gerais)	Tapira, Minas Gerais
são simão(são paulo)	São Simão, São Paulo
cantagalo(minas gerais)	Cantagalo, Minas Gerais
vargem bonita(santa catarina)	Vargem Bonita, Santa Catarina
jaborandi(são paulo)	Jaborandi, São Paulo
buritis(rondônia)	Buritis, Rondônia
santa inês(paraíba)	Santa Inês, Paraíba
campo grande(rio grande do norte)	Campo Grande, Rio Grande do Norte
belém(alagoas)	Belém, Alagoas
são sebastião(alagoas)	São Sebastião, Alagoas
nova olinda(tocantins)	Nova Olinda, Tocantins
iracema(roraima)	Iracema, Roraima
lajeado(rio grande do sul)	Lajeado, Rio Grande do Sul
são joão batista(maranhão)	São João Batista, Maranhão
campestre(alagoas)	Campestre, Alagoas
santa luzia(paraíba)	Santa Luzia, Paraíba
massaranduba(paraíba)	Massaranduba, Paraíba
cachoeira dourada(goiás)	Cachoeira Dourada, Goiás
boa vista(roraima)	Boa Vista, Roraima
araguanã(maranhão)	Araguanã, Maranhão
ouro branco(rio grande do norte)	Ouro Branco, Rio Grande do Norte
pilar(alagoas)	Pilar, Alagoas
itambé(pernambuco)	Itambé, Pernambuco
bom jesus do tocantins(tocantins)	Bom Jesus do Tocantins, Tocantins
cachoeirinha(pernambuco)	Cachoeirinha, Pernambuco
santa filomena(pernambuco)	Santa Filomena, Pernambuco
santa rita(maranhão)	Santa Rita, Maranhão
riachão(paraíba)	Riachão, Paraíba
caiçara(paraíba)	Caiçara, Paraíba
bom jesus(paraíba)	Bom Jesus, Paraíba
alagoinha(paraíba)	Alagoinha, Paraíba
santa filomena(piauí)	Santa Filomena, Piauí
redenção(pará)	Redenção, Pará
canápolis(bahia)	Canápolis, Bahia
ouro verde(santa catarina)	Ouro Verde, Santa Catarina
petrolândia(pernambuco)	Petrolândia, Pernambuco
lajeado(tocantins)	Lajeado, Tocantins
valença(rio de janeiro)	Valença, Rio de Janeiro
campo grande(alagoas)	Campo Grande, Alagoas
passagem(rio grande do norte)	Passagem, Rio Grande do Norte
são francisco(são paulo)	São Francisco, São Paulo
pilões(rio grande do norte)	Pilões, Rio Grande do Norte
nova veneza(goiás)	Nova Veneza, Goiás
santo andré(paraíba)	Santo André, Paraíba
estrela do norte(são paulo)	Estrela do Norte, São Paulo
inajá(paraná)	Inajá, Paraná
triunfo(paraíba)	Triunfo, Paraíba
barra bonita(são paulo)	Barra Bonita, São Paulo
ouro branco(minas gerais)	Ouro Branco, Minas Gerais
formoso(minas gerais)	Formoso, Minas Gerais
entre rios(santa catarina)	Entre Rios, Santa Catarina
nazaré(bahia)	Nazaré, Bahia
vera cruz(rio grande do sul)	Vera Cruz, Rio Grande do Sul
são martinho(rio grande do sul)	São Martinho, Rio Grande do Sul
canarana(mato grosso)	Canarana, Mato Grosso
itaporanga(paraíba)	Itaporanga, Paraíba
feira nova(pernambuco)	Feira Nova, Pernambuco
davinópolis(maranhão)	Davinópolis, Maranhão
japurá(paraná)	Japurá, Paraná
mesquita(rio de janeiro)	Mesquita, Rio de Janeiro
bonito(pará)	Bonito, Pará
jardinópolis(santa catarina)	Jardinópolis, Santa Catarina
nova fátima(paraná)	Nova Fátima, Paraná
são bento(maranhão)	São Bento, Maranhão
alagoas, capela	Capela, Alagoas
alagoas, piranhas	Piranhas, Alagoas
alagoas, viçosa	Viçosa, Alagoas
amapá, santana	Santana, Amapá
amazonas, tabatinga	Tabatinga, Amazonas
bahia, barro alto	Barro Alto, Bahia
bahia, belmonte	Belmonte, Bahia
bahia, canarana	Canarana, Bahia
bahia, entre rios	Entre Rios, Bahia
bahia, itambé	Itambé, Bahia
bahia, jandaíra	Jandaíra, Bahia
bahia, jussara	Jussara, Bahia
bahia, milagres	Milagres, Bahia
bahia, mundo novo	Mundo Novo, Bahia
bahia, novo horizonte	Novo Horizonte, Bahia
bahia, planalto	Planalto, Bahia
bahia, presidente dutra	Presidente Dutra, Bahia
bahia, riacho de santana	Riacho de Santana, Bahia
bahia, ruy barbosa	Ruy Barbosa, Bahia
bahia, santana	Santana, Bahia
bahia, são gabriel	São Gabriel, Bahia
bahia, serrinha	Serrinha, Bahia
bahia, taperoá	Taperoá, Bahia
bahia, teodoro sampaio	Teodoro Sampaio, Bahia
bahia, terra nova	Terra Nova, Bahia
bahia, valença	Valença, Bahia
bahia, vera cruz	Vera Cruz, Bahia
ceará, aurora	Aurora, Ceará
ceará, cascavel	Cascavel, Ceará
ceará, cedro	Cedro, Ceará
ceará, hidrolândia	Hidrolândia, Ceará
ceará, iguatu	Iguatu, Ceará
ceará, independência	Independência, Ceará
ceará, ipueiras	Ipueiras, Ceará
ceará, iracema	Iracema, Ceará
ceará, jardim	Jardim, Ceará
ceará, milagres	Milagres, Ceará
ceará, morrinhos	Morrinhos, Ceará
ceará, pacatuba	Pacatuba, Ceará
ceará, pedra branca	Pedra Branca, Ceará
ceará, redenção	Redenção, Ceará
ceará, são gonçalo do amarante	São Gonçalo do Amarante, Ceará
espírito santo, anchieta	Anchieta, Espírito Santo
espírito santo, boa esperança	Boa Esperança, Espírito Santo
espírito santo, viana	Viana, Espírito Santo
goiás, itajá	Itajá, Goiás
goiás, jussara	Jussara, Goiás
goiás, são simão	São Simão, Goiás
maranhão, mirador	Mirador, Maranhão
maranhão, santa helena	Santa Helena, Maranhão
mato grosso, água boa	Água Boa, Mato Grosso
mato grosso, general carneiro	General Carneiro, Mato Grosso
mato grosso, pedra preta	Pedra Preta, Mato Grosso
mato grosso, várzea grande	Várzea Grande, Mato Grosso
mato grosso do sul, bandeirantes	Bandeirantes, Mato Grosso do Sul
mato grosso do sul, bonito	Bonito, Mato Grosso do Sul
mato grosso do sul, campo grande	Campo Grande, Mato Grosso do Sul
mato grosso do sul, douradina	Douradina, Mato Grosso do Sul
mato grosso do sul, eldorado	Eldorado, Mato Grosso do Sul
mato grosso do sul, jardim	Jardim, Mato Grosso do Sul
mato grosso do sul, rio negro	Rio Negro, Mato Grosso do Sul
minas gerais, antônio carlos	Antônio Carlos, Minas Gerais
minas gerais, bom sucesso	Bom Sucesso, Minas Gerais
minas gerais, bonfim	Bonfim, Minas Gerais
minas gerais, buritis	Buritis, Minas Gerais
minas gerais, itapeva	Itapeva, Minas Gerais
minas gerais, jacutinga	Jacutinga, Minas Gerais
minas gerais, lagoa grande	Lagoa Grande, Minas Gerais
minas gerais, lagoa santa	Lagoa Santa, Minas Gerais
minas gerais, laranjal	Laranjal, Minas Gerais
minas gerais, mesquita	Mesquita, Minas Gerais
minas gerais, prata	Prata, Minas Gerais
minas gerais, santa bárbara	Santa Bárbara, Minas Gerais
minas gerais, santa luzia	Santa Luzia, Minas Gerais
minas gerais, são francisco	São Francisco, Minas Gerais
minas gerais, tapiraí	Tapiraí, Minas Gerais
minas gerais, turmalina	Turmalina, Minas Gerais
minas gerais, viçosa	Viçosa, Minas Gerais
minas gerais, wenceslau braz	Wenceslau Braz, Minas Gerais
pará, belém	Belém, Pará
pará, capanema	Capanema, Pará
paraíba, belém	Belém, Paraíba
paraíba, conde	Conde, Paraíba
paraíba, itabaiana	Itabaiana, Paraíba
paraíba, paulista	Paulista, Paraíba
paraíba, santa rita	Santa Rita, Paraíba
paraíba, sertãozinho	Sertãozinho, Paraíba
paraíba, soledade	Soledade, Paraíba
paraná, araruna	Araruna, Paraná
paraná, bandeirantes	Bandeirantes, Paraná
paraná, barracão	Barracão, Paraná
paraná, capanema	Capanema, Paraná
paraná, cascavel	Cascavel, Paraná
paraná, colorado	Colorado, Paraná
paraná, general carneiro	General Carneiro, Paraná
paraná, guaíra	Guaíra, Paraná
paraná, guaraci	Guaraci, Paraná
paraná, irati	Irati, Paraná
paraná, nova aurora	Nova Aurora, Paraná
paraná, palmas	Palmas, Paraná
paraná, palmeira	Palmeira, Paraná
paraná, pinhão	Pinhão, Paraná
paraná, planalto	Planalto, Paraná
paraná, santa helena	Santa Helena, Paraná
paraná, santa lúcia	Santa Lúcia, Paraná
paraná, são joão	São João, Paraná
paraná, tapejara	Tapejara, Paraná
paraná, terra roxa	Terra Roxa, Paraná
paraná, toledo	Toledo, Paraná
pernambuco, alagoinha	Alagoinha, Pernambuco
pernambuco, bom jardim	Bom Jardim, Pernambuco
pernambuco, bonito	Bonito, Pernambuco
pernambuco, floresta	Floresta, Pernambuco
pernambuco, jatobá	Jatobá, Pernambuco
pernambuco, jurema	Jurema, Pernambuco
pernambuco, lagoa grande	Lagoa Grande, Pernambuco
pernambuco, parnamirim	Parnamirim, Pernambuco
pernambuco, são joão	São João, Pernambuco
pernambuco, triunfo	Triunfo, Pernambuco
rio de janeiro, bom jardim	Bom Jardim, Rio de Janeiro
rio de janeiro, cantagalo	Cantagalo, Rio de Janeiro
rio de janeiro, natividade	Natividade, Rio de Janeiro
rio de janeiro, rio claro	Rio Claro, Rio de Janeiro
rio de janeiro, sapucaia	Sapucaia, Rio de Janeiro
rio grande do norte, caraúbas	Caraúbas, Rio Grande do Norte
rio grande do norte, santana	Santana, Rio Grande do Norte
rio grande do norte, são gonçalo do amarante	São Gonçalo do Amarante, Rio Grande do Norte
rio grande do norte, sítio novo	Sítio Novo, Rio Grande do Norte
rio grande do norte, tangará	Tangará, Rio Grande do Norte
rio grande do norte, várzea	Várzea, Rio Grande do Norte
rio grande do sul, alto alegre	Alto Alegre, Rio Grande do Sul
rio grande do sul, alvorada	Alvorada, Rio Grande do Sul
rio grande do sul, barracão	Barracão, Rio Grande do Sul
rio grande do sul, bom jesus	Bom Jesus, Rio Grande do Sul
rio grande do sul, caiçara	Caiçara, Rio Grande do Sul
rio grande do sul, colorado	Colorado, Rio Grande do Sul
rio grande do sul, independência	Independência, Rio Grande do Sul
rio grande do sul, planalto	Planalto, Rio Grande do Sul
rio grande do sul, santa maria	Santa Maria, Rio Grande do Sul
rio grande do sul, são francisco de paula	São Francisco de Paula, Rio Grande do Sul
rio grande do sul, são gabriel	São Gabriel, Rio Grande do Sul
rio grande do sul, sarandi	Sarandi, Rio Grande do Sul
rio grande do sul, sobradinho	Sobradinho, Rio Grande do Sul
rio grande do sul, soledade	Soledade, Rio Grande do Sul
rio grande do sul, tapejara	Tapejara, Rio Grande do Sul
rio grande do sul, tavares	Tavares, Rio Grande do Sul
rio grande do sul, triunfo	Triunfo, Rio Grande do Sul
rondônia, alto paraíso	Alto Paraíso, Rondônia
rondônia, nova união	Nova União, Rondônia
santa catarina, campo alegre	Campo Alegre, Santa Catarina
santa catarina, guaraciaba	Guaraciaba, Santa Catarina
santa catarina, monte castelo	Monte Castelo, Santa Catarina
santa catarina, nova veneza	Nova Veneza, Santa Catarina
santa catarina, paraíso	Paraíso, Santa Catarina
santa catarina, petrolândia	Petrolândia, Santa Catarina
santa catarina, praia grande	Praia Grande, Santa Catarina
santa catarina, santa terezinha	Santa Terezinha, Santa Catarina
santa catarina, são domingos	São Domingos, Santa Catarina
santa catarina, são joão batista	São João Batista, Santa Catarina
santa catarina, são martinho	São Martinho, Santa Catarina
santa catarina, tangará	Tangará, Santa Catarina
santa catarina, turvo	Turvo, Santa Catarina
são paulo, alto alegre	Alto Alegre, São Paulo
são paulo, amparo	Amparo, São Paulo
são paulo, cafelândia	Cafelândia, São Paulo
são paulo, eldorado	Eldorado, São Paulo
são paulo, itapeva	Itapeva, São Paulo
são paulo, jardinópolis	Jardinópolis, São Paulo
são paulo, novo horizonte	Novo Horizonte, São Paulo
são paulo, palestina	Palestina, São Paulo
são paulo, palmital	Palmital, São Paulo
são paulo, pitangueiras	Pitangueiras, São Paulo
são paulo, praia grande	Praia Grande, São Paulo
são paulo, presidente bernardes	Presidente Bernardes, São Paulo
são paulo, rio claro	Rio Claro, São Paulo
são paulo, santo andré	Santo André, São Paulo
são paulo, são carlos	São Carlos, São Paulo
são paulo, são sebastião	São Sebastião, São Paulo
são paulo, tabatinga	Tabatinga, São Paulo
são paulo, teodoro sampaio	Teodoro Sampaio, São Paulo
são paulo, turmalina	Turmalina, São Paulo
sergipe, capela	Capela, Sergipe
tocantins, fátima	Fátima, Tocantins
tocantins, filadélfia	Filadélfia, Tocantins
tocantins, natividade	Natividade, Tocantins
tocantins, palmas	Palmas, Tocantins
bahia, queimadas	Queimadas, Bahia
paraíba, santa cecília	Santa Cecília, Paraíba
alagoas, ouro branco	Ouro Branco, Alagoas
alagoas, atalaia	Atalaia, Alagoas
alagoas, água branca	Água Branca, Alagoas
amazonas, humaitá	Humaitá, Amazonas
paraná, tapira	Tapira, Paraná
pernambuco, condado	Condado, Pernambuco
são paulo, são pedro	São Pedro, São Paulo
são paulo, terra roxa	Terra Roxa, São Paulo
paraíba, são domingos	São Domingos, Paraíba
paraná, bom sucesso	Bom Sucesso, Paraná
paraná, catanduvas	Catanduvas, Paraná
santa catarina, santa rosa de lima	Santa Rosa de Lima, Santa Catarina
alagoas, maravilha	Maravilha, Alagoas
minas gerais, lagoa dos patos	Lagoa dos Patos, Minas Gerais
paraíba, caraúbas	Caraúbas, Paraíba
paraná, wenceslau braz	Wenceslau Braz, Paraná
paraná, boa esperança	Boa Esperança, Paraná
mato grosso, santa terezinha	Santa Terezinha, Mato Grosso
rio grande do norte, viçosa	Viçosa, Rio Grande do Norte
mato grosso do sul, mundo novo	Mundo Novo, Mato Grosso do Sul
paraíba, são bento	São Bento, Paraíba
goiás, piranhas	Piranhas, Goiás
pernambuco, trindade	Trindade, Pernambuco
roraima, bonfim	Bonfim, Roraima
são paulo, monte castelo	Monte Castelo, São Paulo
rio grande do sul, cruzeiro do sul	Cruzeiro do Sul, Rio Grande do Sul
piauí, novo santo antônio	Novo Santo Antônio, Piauí
sergipe, são domingos	São Domingos, Sergipe
paraná, são tomé	São Tomé, Paraná
piauí, jurema	Jurema, Piauí
santa catarina, vargem	Vargem, Santa Catarina
rondônia, presidente médici	Presidente Médici, Rondônia
paraíba, queimadas	Queimadas, Paraíba
são paulo, vargem	Vargem, São Paulo
pernambuco, terra nova	Terra Nova, Pernambuco
paraná, cantagalo	Cantagalo, Paraná
alagoas, campo alegre	Campo Alegre, Alagoas
paraíba, várzea	Várzea, Paraíba
santa catarina, anchieta	Anchieta, Santa Catarina
são paulo, tapiraí	Tapiraí, São Paulo
paraíba, água branca	Água Branca, Paraíba
amazonas, itapiranga	Itapiranga, Amazonas
rio grande do norte, vera cruz	Vera Cruz, Rio Grande do Norte
pernambuco, santa terezinha	Santa Terezinha, Pernambuco
goiás, davinópolis	Davinópolis, Goiás
pernambuco, paulista	Paulista, Pernambuco
bahia, são domingos	São Domingos, Bahia
paraná, atalaia	Atalaia, Paraná
